net,length_um
_03232_,8.04µm
_04394_,8.04µm
_04682_,8.04µm
_06237_,8.04µm
_08041_,8.04µm
_09290_,8.04µm
_10754_,8.04µm
_11059_,8.04µm
_11107_,8.04µm
_12080_,8.04µm
_12430_,8.04µm
_16003_,8.04µm
_16189_,8.04µm
_16814_,8.04µm
_16821_,8.04µm
_17338_,8.04µm
_17826_,8.04µm
_21056_,8.04µm
net1341,8.04µm
_01354_,8.035µm
_08200_,8.03µm
_01813_,8.025µm
_00002_,8.02µm
_00332_,8.02µm
_02340_,8.02µm
_02615_,8.02µm
_04526_,8.02µm
_04889_,8.02µm
_05120_,8.02µm
_06477_,8.02µm
_06943_,8.02µm
_07933_,8.02µm
_08049_,8.02µm
_08094_,8.02µm
_08341_,8.02µm
_08689_,8.02µm
_09398_,8.02µm
_09614_,8.02µm
_09826_,8.02µm
_10086_,8.02µm
_10191_,8.02µm
_10246_,8.02µm
_12249_,8.02µm
_12787_,8.02µm
_14205_,8.02µm
_14527_,8.02µm
_14565_,8.02µm
_16198_,8.02µm
_16316_,8.02µm
_16381_,8.02µm
_16512_,8.02µm
_16540_,8.02µm
_16620_,8.02µm
_17511_,8.02µm
_18759_,8.02µm
_19070_,8.02µm
_19194_,8.02µm
_19417_,8.02µm
_20917_,8.02µm
_20955_,8.02µm
_21350_,8.02µm
net396,8.02µm
net1610,8.02µm
net1660,8.02µm
_03817_,8.015µm
scheduler_instance.branch_diverge_inst.stack_target_pc\[1\]\[4\],8.01µm
_02411_,8µm
_02995_,8µm
_03021_,8µm
_03680_,8µm
_04534_,8µm
_04832_,8µm
_05268_,8µm
_05441_,8µm
_05914_,8µm
_07440_,8µm
_07479_,8µm
_08675_,8µm
_10801_,8µm
_10860_,8µm
_11617_,8µm
_14378_,8µm
_14381_,8µm
_14953_,8µm
_15198_,8µm
_15460_,8µm
_18609_,8µm
_19269_,8µm
_19531_,8µm
_20304_,8µm
_20502_,8µm
_21343_,8µm
_21829_,8µm
_21954_,8µm
_02556_,7.98µm
_03135_,7.98µm
_03199_,7.98µm
_03971_,7.98µm
_05234_,7.98µm
_05644_,7.98µm
_05962_,7.98µm
_06195_,7.98µm
_07019_,7.98µm
_07492_,7.98µm
_07813_,7.98µm
_07869_,7.98µm
_08555_,7.98µm
_09001_,7.98µm
_09505_,7.98µm
_09580_,7.98µm
_09591_,7.98µm
_09631_,7.98µm
_09815_,7.98µm
_10003_,7.98µm
_10996_,7.98µm
_11510_,7.98µm
_11596_,7.98µm
_11661_,7.98µm
_12351_,7.98µm
_12630_,7.98µm
_12819_,7.98µm
_13172_,7.98µm
_13632_,7.98µm
_13800_,7.98µm
_13834_,7.98µm
_13844_,7.98µm
_14023_,7.98µm
_14340_,7.98µm
_14955_,7.98µm
_15006_,7.98µm
_15383_,7.98µm
_15487_,7.98µm
_15756_,7.98µm
_17304_,7.98µm
_19478_,7.98µm
_19616_,7.98µm
_20068_,7.98µm
_20305_,7.98µm
_20377_,7.98µm
_21618_,7.98µm
_21706_,7.98µm
net1485,7.98µm
net870,7.98µm
net1460,7.98µm
_00384_,7.975µm
_15098_,7.97µm
_01134_,7.965µm
_05951_,7.96µm
_07234_,7.96µm
_08645_,7.96µm
_13948_,7.96µm
_17040_,7.96µm
_17339_,7.96µm
_17456_,7.96µm
_19130_,7.96µm
_20441_,7.96µm
_06812_,7.95µm
_00640_,7.945µm
_00774_,7.945µm
_00860_,7.945µm
_00953_,7.945µm
_01110_,7.945µm
_01365_,7.945µm
_01374_,7.945µm
_01477_,7.945µm
_01752_,7.945µm
_01946_,7.945µm
_16836_,7.945µm
_02539_,7.94µm
_03119_,7.94µm
_03282_,7.94µm
_03424_,7.94µm
_03692_,7.94µm
_03704_,7.94µm
_04491_,7.94µm
_06461_,7.94µm
_06897_,7.94µm
_07555_,7.94µm
_08174_,7.94µm
_09368_,7.94µm
_09919_,7.94µm
_11046_,7.94µm
_11204_,7.94µm
_11549_,7.94µm
_11586_,7.94µm
_11598_,7.94µm
_13274_,7.94µm
_15673_,7.94µm
_15965_,7.94µm
_16481_,7.94µm
_16509_,7.94µm
_16650_,7.94µm
_17256_,7.94µm
_18529_,7.94µm
_18971_,7.94µm
_19744_,7.94µm
_20814_,7.94µm
_20829_,7.94µm
_20853_,7.94µm
_21437_,7.94µm
net403,7.94µm
net892,7.94µm
_16822_,7.935µm
_00239_,7.93µm
_01966_,7.93µm
_10911_,7.93µm
_19095_,7.93µm
_20387_,7.93µm
_00108_,7.92µm
_00310_,7.92µm
_00392_,7.92µm
_01426_,7.92µm
_02132_,7.92µm
_03318_,7.92µm
_07295_,7.92µm
_10092_,7.92µm
_14520_,7.92µm
_17055_,7.92µm
_04043_,7.91µm
_10132_,7.91µm
_12912_,7.91µm
_02506_,7.9µm
_02533_,7.9µm
_02782_,7.9µm
_03381_,7.9µm
_04473_,7.9µm
_04666_,7.9µm
_06230_,7.9µm
_06988_,7.9µm
_09113_,7.9µm
_10197_,7.9µm
_10690_,7.9µm
_10739_,7.9µm
_11818_,7.9µm
_12556_,7.9µm
_12676_,7.9µm
_13167_,7.9µm
_13499_,7.9µm
_13572_,7.9µm
_14093_,7.9µm
_14646_,7.9µm
_14667_,7.9µm
_18585_,7.9µm
_19141_,7.9µm
_20047_,7.9µm
_20301_,7.9µm
_20323_,7.9µm
_20347_,7.9µm
_20658_,7.9µm
_20956_,7.9µm
_21101_,7.9µm
_21856_,7.9µm
net398,7.9µm
_16673_,7.895µm
_03194_,7.89µm
_07659_,7.89µm
_02029_,7.885µm
_09931_,7.885µm
_02649_,7.88µm
_03011_,7.88µm
_03795_,7.88µm
_04831_,7.88µm
_08198_,7.88µm
_08401_,7.88µm
_09328_,7.88µm
_11101_,7.88µm
_12599_,7.88µm
_14492_,7.88µm
_15603_,7.88µm
_17609_,7.88µm
_19902_,7.88µm
_21563_,7.88µm
_00260_,7.875µm
_02254_,7.875µm
_00604_,7.865µm
_00837_,7.865µm
_02691_,7.86µm
_02957_,7.86µm
_03703_,7.86µm
_04240_,7.86µm
_05339_,7.86µm
_05546_,7.86µm
_05680_,7.86µm
_06271_,7.86µm
_06291_,7.86µm
_06806_,7.86µm
_07116_,7.86µm
_07812_,7.86µm
_08171_,7.86µm
_08194_,7.86µm
_08512_,7.86µm
_08726_,7.86µm
_09071_,7.86µm
_09448_,7.86µm
_10210_,7.86µm
_10636_,7.86µm
_11043_,7.86µm
_12123_,7.86µm
_12259_,7.86µm
_12429_,7.86µm
_12500_,7.86µm
_13729_,7.86µm
_13770_,7.86µm
_13933_,7.86µm
_13959_,7.86µm
_14076_,7.86µm
_14503_,7.86µm
_15558_,7.86µm
_15648_,7.86µm
_16558_,7.86µm
_17703_,7.86µm
_18533_,7.86µm
_19127_,7.86µm
_19475_,7.86µm
_21197_,7.86µm
net1483,7.86µm
threads\[2\].lsu_instance.mem_write_valid,7.86µm
net1723,7.86µm
_00723_,7.855µm
_01668_,7.855µm
_01875_,7.855µm
_07557_,7.85µm
_02102_,7.84µm
_07891_,7.84µm
_09375_,7.84µm
_16516_,7.84µm
_07973_,7.83µm
_19260_,7.83µm
_02014_,7.825µm
_02059_,7.825µm
_03559_,7.82µm
_07141_,7.82µm
_08001_,7.82µm
_08263_,7.82µm
_09390_,7.82µm
_09989_,7.82µm
_10545_,7.82µm
_15649_,7.82µm
_15723_,7.82µm
_17499_,7.82µm
_21467_,7.82µm
_21556_,7.82µm
_20277_,7.815µm
_20254_,7.81µm
_21786_,7.81µm
_00098_,7.805µm
_00166_,7.805µm
_00184_,7.805µm
_02180_,7.805µm
_17204_,7.805µm
_04152_,7.8µm
_16925_,7.8µm
net1488,7.8µm
net1104,7.8µm
scheduler_instance.branch_diverge_inst.stack_reconverge\[1\]\[5\],7.8µm
_04874_,7.795µm
_19182_,7.795µm
_04872_,7.79µm
_05278_,7.79µm
_10812_,7.785µm
_01939_,7.78µm
_02504_,7.78µm
_04021_,7.78µm
_04045_,7.78µm
_04456_,7.78µm
_05210_,7.78µm
_06533_,7.78µm
_06747_,7.78µm
_06785_,7.78µm
_06804_,7.78µm
_07180_,7.78µm
_07745_,7.78µm
_07969_,7.78µm
_09256_,7.78µm
_09336_,7.78µm
_09986_,7.78µm
_10244_,7.78µm
_10437_,7.78µm
_11078_,7.78µm
_11394_,7.78µm
_11757_,7.78µm
_11979_,7.78µm
_11998_,7.78µm
_12692_,7.78µm
_12717_,7.78µm
_13288_,7.78µm
_13764_,7.78µm
_14747_,7.78µm
_15013_,7.78µm
_15220_,7.78µm
_15326_,7.78µm
_18617_,7.78µm
_19660_,7.78µm
_19873_,7.78µm
_19894_,7.78µm
_19979_,7.78µm
_20162_,7.78µm
_20208_,7.78µm
_20942_,7.78µm
_21112_,7.78µm
_21662_,7.78µm
_21781_,7.78µm
alu_out\[3\]\[13\],7.78µm
_20059_,7.77µm
_00073_,7.765µm
_02304_,7.76µm
_03262_,7.76µm
_03624_,7.76µm
_03678_,7.76µm
_04677_,7.76µm
_07222_,7.76µm
_09404_,7.76µm
_11761_,7.76µm
_12444_,7.76µm
_13772_,7.76µm
_16193_,7.76µm
_16391_,7.76µm
_07979_,7.75µm
_10524_,7.75µm
_20934_,7.75µm
act_out\[3\]\[10\],7.75µm
_00798_,7.745µm
_01084_,7.745µm
_01361_,7.745µm
_07412_,7.745µm
_02622_,7.74µm
_02887_,7.74µm
_03264_,7.74µm
_03367_,7.74µm
_03476_,7.74µm
_04188_,7.74µm
_04364_,7.74µm
_05352_,7.74µm
_05513_,7.74µm
_05543_,7.74µm
_05673_,7.74µm
_05939_,7.74µm
_06228_,7.74µm
_06380_,7.74µm
_07022_,7.74µm
_07680_,7.74µm
_08016_,7.74µm
_08859_,7.74µm
_08867_,7.74µm
_09056_,7.74µm
_09893_,7.74µm
_10115_,7.74µm
_10332_,7.74µm
_10442_,7.74µm
_11035_,7.74µm
_11524_,7.74µm
_12133_,7.74µm
_12380_,7.74µm
_12950_,7.74µm
_13677_,7.74µm
_13807_,7.74µm
_14140_,7.74µm
_14536_,7.74µm
_17345_,7.74µm
_17816_,7.74µm
_18682_,7.74µm
_18860_,7.74µm
_20543_,7.74µm
_20630_,7.74µm
_21429_,7.74µm
_21861_,7.74µm
_21910_,7.74µm
net426,7.74µm
_01140_,7.735µm
_01802_,7.735µm
_16931_,7.735µm
_03634_,7.73µm
_01242_,7.725µm
_15908_,7.715µm
_01138_,7.705µm
_01836_,7.705µm
_02747_,7.7µm
_03070_,7.7µm
_04061_,7.7µm
_04649_,7.7µm
_05956_,7.7µm
_06191_,7.7µm
_07352_,7.7µm
_07605_,7.7µm
_11512_,7.7µm
_12105_,7.7µm
_13296_,7.7µm
_14274_,7.7µm
_16569_,7.7µm
_18461_,7.7µm
_20363_,7.7µm
_01211_,7.695µm
_02181_,7.695µm
_16732_,7.695µm
_02562_,7.69µm
_01503_,7.685µm
_01623_,7.68µm
_03226_,7.68µm
_05264_,7.68µm
_05462_,7.68µm
_07140_,7.68µm
_08814_,7.68µm
_09239_,7.68µm
_10185_,7.68µm
_10351_,7.68µm
_10441_,7.68µm
_10467_,7.68µm
_10633_,7.68µm
_10871_,7.68µm
_12763_,7.68µm
_13390_,7.68µm
_13967_,7.68µm
_16503_,7.68µm
_19162_,7.68µm
_19402_,7.68µm
_19521_,7.68µm
net1721,7.68µm
_19004_,7.67µm
_00081_,7.66µm
_03535_,7.66µm
_04496_,7.66µm
_04653_,7.66µm
_04762_,7.66µm
_05106_,7.66µm
_05471_,7.66µm
_05774_,7.66µm
_06717_,7.66µm
_07727_,7.66µm
_08145_,7.66µm
_08165_,7.66µm
_09267_,7.66µm
_09632_,7.66µm
_09830_,7.66µm
_10723_,7.66µm
_11243_,7.66µm
_11671_,7.66µm
_13222_,7.66µm
_13231_,7.66µm
_14318_,7.66µm
_14448_,7.66µm
_15011_,7.66µm
_15284_,7.66µm
_15450_,7.66µm
_15822_,7.66µm
_17235_,7.66µm
_18350_,7.66µm
_18795_,7.66µm
_19188_,7.66µm
_19437_,7.66µm
_19489_,7.66µm
_19783_,7.66µm
_19816_,7.66µm
_21043_,7.66µm
_21081_,7.66µm
threads\[0\].fma_instance.sign_r1,7.66µm
_14300_,7.65µm
_00649_,7.645µm
_00676_,7.645µm
_05455_,7.64µm
_05601_,7.64µm
_05952_,7.64µm
_06111_,7.64µm
_06117_,7.64µm
_08825_,7.64µm
_09040_,7.64µm
_09200_,7.64µm
_09674_,7.64µm
_10229_,7.64µm
_11709_,7.64µm
_12844_,7.64µm
_13319_,7.64µm
_13578_,7.64µm
_15040_,7.64µm
_15088_,7.64µm
_15987_,7.64µm
_17012_,7.64µm
_17205_,7.64µm
_17355_,7.64µm
_18535_,7.64µm
_18714_,7.64µm
_18816_,7.64µm
_19059_,7.64µm
_19455_,7.64µm
_19590_,7.64µm
_19802_,7.64µm
_20432_,7.64µm
_20736_,7.64µm
_21956_,7.64µm
net1307,7.64µm
net1641,7.64µm
_00355_,7.635µm
_00082_,7.625µm
_00089_,7.625µm
_00105_,7.625µm
_00112_,7.625µm
_00119_,7.625µm
_00154_,7.625µm
_00258_,7.625µm
_00367_,7.625µm
_00377_,7.625µm
_00418_,7.625µm
_00423_,7.625µm
_00430_,7.625µm
_00446_,7.625µm
_00450_,7.625µm
_00453_,7.625µm
_00480_,7.625µm
_01874_,7.625µm
_01960_,7.625µm
_01998_,7.625µm
_02015_,7.625µm
_02041_,7.625µm
_02066_,7.625µm
_02079_,7.625µm
_02089_,7.625µm
_02100_,7.625µm
_02112_,7.625µm
_02151_,7.625µm
_02161_,7.625µm
_02166_,7.625µm
_02204_,7.625µm
_02224_,7.625µm
_02235_,7.625µm
_02272_,7.625µm
_02285_,7.625µm
_02521_,7.62µm
_04198_,7.62µm
_04262_,7.62µm
_06398_,7.62µm
_07122_,7.62µm
_08794_,7.62µm
_11063_,7.62µm
_12420_,7.62µm
_13598_,7.62µm
_14098_,7.62µm
_15370_,7.62µm
_15788_,7.62µm
_20749_,7.62µm
_21438_,7.62µm
_16896_,7.615µm
_00270_,7.605µm
_00275_,7.605µm
_00948_,7.605µm
_01076_,7.605µm
_01221_,7.605µm
_01734_,7.605µm
_01904_,7.605µm
_02191_,7.605µm
_03255_,7.6µm
_04428_,7.6µm
_05615_,7.6µm
_07161_,7.6µm
_07867_,7.6µm
_09211_,7.6µm
_10839_,7.6µm
_11030_,7.6µm
_11232_,7.6µm
_11795_,7.6µm
_11948_,7.6µm
_13005_,7.6µm
_13196_,7.6µm
_15570_,7.6µm
_17340_,7.6µm
_17381_,7.6µm
_21296_,7.6µm
_21725_,7.6µm
_05700_,7.59µm
_09721_,7.59µm
_00179_,7.585µm
_00749_,7.585µm
_01261_,7.585µm
_02298_,7.58µm
_02319_,7.58µm
_04334_,7.58µm
_04425_,7.58µm
_05578_,7.58µm
_06544_,7.58µm
_08133_,7.58µm
_10017_,7.58µm
_10578_,7.58µm
_10593_,7.58µm
_11357_,7.58µm
_14554_,7.58µm
_15585_,7.58µm
_16148_,7.58µm
_17486_,7.58µm
_18076_,7.58µm
_18238_,7.58µm
_19143_,7.58µm
_20756_,7.58µm
_20981_,7.58µm
_21728_,7.58µm
net1310,7.58µm
_17539_,7.575µm
_18834_,7.575µm
_08092_,7.57µm
_09896_,7.57µm
_11923_,7.57µm
_01530_,7.565µm
_01106_,7.56µm
_03450_,7.56µm
_03877_,7.56µm
_04911_,7.56µm
_05448_,7.56µm
_05682_,7.56µm
_05845_,7.56µm
_05917_,7.56µm
_06844_,7.56µm
_07318_,7.56µm
_07992_,7.56µm
_08827_,7.56µm
_09442_,7.56µm
_09767_,7.56µm
_10250_,7.56µm
_10422_,7.56µm
_10503_,7.56µm
_10699_,7.56µm
_10781_,7.56µm
_10882_,7.56µm
_11557_,7.56µm
_11692_,7.56µm
_12006_,7.56µm
_13627_,7.56µm
_14640_,7.56µm
_15120_,7.56µm
_15926_,7.56µm
_16860_,7.56µm
_17108_,7.56µm
_17159_,7.56µm
_18458_,7.56µm
_18727_,7.56µm
_19545_,7.56µm
_20897_,7.56µm
_21751_,7.56µm
_21998_,7.56µm
_00385_,7.545µm
_00469_,7.545µm
_01801_,7.54µm
_02424_,7.54µm
_02461_,7.54µm
_03195_,7.54µm
_03340_,7.54µm
_04469_,7.54µm
_04610_,7.54µm
_05171_,7.54µm
_06094_,7.54µm
_07746_,7.54µm
_11061_,7.54µm
_13462_,7.54µm
_15404_,7.54µm
_15979_,7.54µm
_18888_,7.54µm
_19319_,7.54µm
_20176_,7.54µm
_20594_,7.54µm
_21080_,7.54µm
_21115_,7.54µm
_21123_,7.54µm
_21125_,7.54µm
_21198_,7.54µm
_21401_,7.54µm
_21811_,7.54µm
net1670,7.54µm
_02130_,7.53µm
_02579_,7.53µm
reset,7.53µm
_00816_,7.525µm
_21699_,7.525µm
_02566_,7.52µm
_02902_,7.52µm
_02911_,7.52µm
_03206_,7.52µm
_03330_,7.52µm
_03372_,7.52µm
_03811_,7.52µm
_04162_,7.52µm
_05051_,7.52µm
_05085_,7.52µm
_06202_,7.52µm
_06333_,7.52µm
_06400_,7.52µm
_06608_,7.52µm
_07152_,7.52µm
_07167_,7.52µm
_07302_,7.52µm
_07731_,7.52µm
_08490_,7.52µm
_08683_,7.52µm
_08791_,7.52µm
_09329_,7.52µm
_09500_,7.52µm
_09849_,7.52µm
_11237_,7.52µm
_12125_,7.52µm
_12238_,7.52µm
_12562_,7.52µm
_12876_,7.52µm
_12896_,7.52µm
_13717_,7.52µm
_14111_,7.52µm
_14863_,7.52µm
_15402_,7.52µm
_16132_,7.52µm
_17217_,7.52µm
_18574_,7.52µm
_18712_,7.52µm
_18977_,7.52µm
_19372_,7.52µm
_19821_,7.52µm
_20011_,7.52µm
_20058_,7.52µm
_20184_,7.52µm
_20382_,7.52µm
_20437_,7.52µm
_20634_,7.52µm
_21295_,7.52µm
_21332_,7.52µm
_21426_,7.52µm
_21637_,7.52µm
_21768_,7.52µm
_21825_,7.52µm
_21859_,7.52µm
net1331,7.52µm
net1358,7.52µm
systolic_arrays\[1\].systolic_array_inst.a_reg\[25\],7.52µm
net1703,7.52µm
_07110_,7.515µm
_02070_,7.505µm
_00204_,7.5µm
_03382_,7.5µm
_05179_,7.5µm
_05596_,7.5µm
_10652_,7.5µm
_12996_,7.5µm
_15354_,7.5µm
_17118_,7.5µm
_20203_,7.5µm
_20795_,7.5µm
act_out\[3\]\[7\],7.5µm
_02623_,7.49µm
_02704_,7.49µm
_04804_,7.49µm
_18723_,7.49µm
_00658_,7.485µm
_00817_,7.485µm
_00912_,7.485µm
_00962_,7.485µm
_01086_,7.485µm
_01181_,7.485µm
_02437_,7.48µm
_07665_,7.48µm
_09300_,7.48µm
_10320_,7.48µm
_10963_,7.48µm
_11434_,7.48µm
_11937_,7.48µm
_13440_,7.48µm
_13485_,7.48µm
_13965_,7.48µm
_13972_,7.48µm
_18480_,7.48µm
_19047_,7.48µm
_19711_,7.48µm
_21521_,7.48µm
net1354,7.48µm
_00524_,7.475µm
_14330_,7.47µm
_15158_,7.47µm
_00218_,7.46µm
_03354_,7.46µm
_07283_,7.46µm
_13182_,7.46µm
_18227_,7.46µm
_21148_,7.46µm
_21465_,7.45µm
_01379_,7.445µm
_01655_,7.445µm
_02294_,7.44µm
_02460_,7.44µm
_02469_,7.44µm
_03851_,7.44µm
_04120_,7.44µm
_04176_,7.44µm
_04467_,7.44µm
_05226_,7.44µm
_05299_,7.44µm
_06090_,7.44µm
_06336_,7.44µm
_06393_,7.44µm
_06632_,7.44µm
_07072_,7.44µm
_07394_,7.44µm
_07960_,7.44µm
_09009_,7.44µm
_09361_,7.44µm
_09667_,7.44µm
_10611_,7.44µm
_12255_,7.44µm
_12575_,7.44µm
_14929_,7.44µm
_15049_,7.44µm
_15441_,7.44µm
_15445_,7.44µm
_15655_,7.44µm
_17348_,7.44µm
_18629_,7.44µm
_19608_,7.44µm
_19985_,7.44µm
_20260_,7.44µm
_20491_,7.44µm
_20824_,7.44µm
_21149_,7.44µm
_21758_,7.44µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r3_prod_mant\[1\],7.44µm
_16934_,7.435µm
_01923_,7.425µm
_01956_,7.425µm
_01055_,7.42µm
_02974_,7.42µm
_04443_,7.42µm
_04707_,7.42µm
_05973_,7.42µm
_06340_,7.42µm
_09952_,7.42µm
_11632_,7.42µm
_13628_,7.42µm
_14103_,7.42µm
_14125_,7.42µm
_15789_,7.42µm
_16046_,7.42µm
_17850_,7.42µm
_19485_,7.42µm
net1674,7.42µm
_09954_,7.415µm
_06981_,7.41µm
_01273_,7.405µm
_02593_,7.4µm
_02678_,7.4µm
_02815_,7.4µm
_02820_,7.4µm
_03075_,7.4µm
_03556_,7.4µm
_04019_,7.4µm
_04290_,7.4µm
_04324_,7.4µm
_05378_,7.4µm
_05728_,7.4µm
_05811_,7.4µm
_06384_,7.4µm
_06970_,7.4µm
_07241_,7.4µm
_07429_,7.4µm
_07864_,7.4µm
_08122_,7.4µm
_08178_,7.4µm
_08378_,7.4µm
_08763_,7.4µm
_09416_,7.4µm
_09433_,7.4µm
_10002_,7.4µm
_10724_,7.4µm
_10943_,7.4µm
_11255_,7.4µm
_11407_,7.4µm
_11861_,7.4µm
_11928_,7.4µm
_12295_,7.4µm
_12300_,7.4µm
_13126_,7.4µm
_13323_,7.4µm
_13742_,7.4µm
_13900_,7.4µm
_14529_,7.4µm
_15044_,7.4µm
_15458_,7.4µm
_17377_,7.4µm
_18417_,7.4µm
_18446_,7.4µm
_18553_,7.4µm
_19436_,7.4µm
_19441_,7.4µm
_19530_,7.4µm
_19579_,7.4µm
_19905_,7.4µm
_20057_,7.4µm
_20123_,7.4µm
_20315_,7.4µm
_21110_,7.4µm
_21741_,7.4µm
net1569,7.4µm
_00391_,7.395µm
_01888_,7.395µm
_01435_,7.385µm
_02065_,7.38µm
_08388_,7.38µm
_11932_,7.38µm
_12424_,7.38µm
_18798_,7.37µm
_00164_,7.365µm
_00192_,7.365µm
_00221_,7.365µm
_00289_,7.365µm
_00362_,7.365µm
_00388_,7.365µm
_00466_,7.365µm
_00667_,7.365µm
_02257_,7.365µm
_16720_,7.365µm
_05395_,7.36µm
_09596_,7.36µm
_10149_,7.36µm
_12965_,7.36µm
_15022_,7.36µm
_15068_,7.36µm
_16707_,7.36µm
_01304_,7.355µm
_03632_,7.35µm
_00776_,7.345µm
_02020_,7.345µm
_01376_,7.34µm
_06234_,7.34µm
_10654_,7.34µm
_11481_,7.34µm
_14964_,7.34µm
net1484,7.34µm
_18985_,7.335µm
_00222_,7.33µm
_02774_,7.33µm
_09357_,7.33µm
_12251_,7.33µm
_19279_,7.33µm
_00067_,7.32µm
_00426_,7.32µm
_02058_,7.32µm
_02172_,7.32µm
_02672_,7.32µm
_03346_,7.32µm
_03371_,7.32µm
_03393_,7.32µm
_03936_,7.32µm
_04745_,7.32µm
_04758_,7.32µm
_06279_,7.32µm
_06538_,7.32µm
_06576_,7.32µm
_07173_,7.32µm
_07218_,7.32µm
_07292_,7.32µm
_07461_,7.32µm
_07624_,7.32µm
_07818_,7.32µm
_08182_,7.32µm
_08769_,7.32µm
_09382_,7.32µm
_09475_,7.32µm
_11010_,7.32µm
_11362_,7.32µm
_11820_,7.32µm
_12017_,7.32µm
_12662_,7.32µm
_14890_,7.32µm
_15405_,7.32µm
_15877_,7.32µm
_17010_,7.32µm
_18832_,7.32µm
_18925_,7.32µm
_19813_,7.32µm
_19939_,7.32µm
_21485_,7.32µm
_21585_,7.32µm
_21649_,7.32µm
_02256_,7.315µm
_03453_,7.315µm
_14535_,7.315µm
net1281,7.31µm
_01391_,7.3µm
_02241_,7.3µm
_03580_,7.3µm
_06112_,7.3µm
_07293_,7.3µm
_10205_,7.3µm
_14517_,7.3µm
_15866_,7.3µm
_16249_,7.3µm
_17695_,7.3µm
_00174_,7.285µm
_02393_,7.28µm
_02605_,7.28µm
_02630_,7.28µm
_02889_,7.28µm
_03082_,7.28µm
_04106_,7.28µm
_04393_,7.28µm
_04628_,7.28µm
_05463_,7.28µm
_06311_,7.28µm
_06686_,7.28µm
_06705_,7.28µm
_06818_,7.28µm
_08317_,7.28µm
_08532_,7.28µm
_09095_,7.28µm
_10711_,7.28µm
_10731_,7.28µm
_11629_,7.28µm
_11914_,7.28µm
_13069_,7.28µm
_15060_,7.28µm
_15134_,7.28µm
_15644_,7.28µm
_15857_,7.28µm
_16582_,7.28µm
_16731_,7.28µm
_18582_,7.28µm
_18677_,7.28µm
_19494_,7.28µm
_19628_,7.28µm
fma_out\[0\]\[10\],7.28µm
fma_out\[2\]\[7\],7.28µm
_00648_,7.275µm
_00815_,7.265µm
_01520_,7.265µm
_00205_,7.26µm
_01500_,7.26µm
_13129_,7.26µm
_15115_,7.26µm
_00095_,7.255µm
_00400_,7.255µm
_11883_,7.255µm
_17212_,7.255µm
_06741_,7.25µm
_14832_,7.25µm
_18102_,7.25µm
_20688_,7.25µm
_02687_,7.24µm
_03037_,7.24µm
_03825_,7.24µm
_04789_,7.24µm
_07538_,7.24µm
_09204_,7.24µm
_09287_,7.24µm
_09710_,7.24µm
_11472_,7.24µm
_13169_,7.24µm
_14356_,7.24µm
_20149_,7.24µm
_20763_,7.24µm
systolic_arrays\[0\].systolic_array_inst.a_reg\[22\],7.24µm
_21246_,7.23µm
_01026_,7.225µm
_01126_,7.225µm
_02642_,7.22µm
_04230_,7.22µm
_05883_,7.22µm
_08117_,7.22µm
_08418_,7.22µm
_08984_,7.22µm
_10606_,7.22µm
_11654_,7.22µm
_12505_,7.22µm
_13858_,7.22µm
_14311_,7.22µm
_14346_,7.22µm
_17002_,7.22µm
_17088_,7.22µm
_17169_,7.22µm
_20551_,7.22µm
_21557_,7.22µm
net1324,7.22µm
threads\[2\].fma_instance.sign_r1,7.22µm
net1718,7.22µm
_16693_,7.215µm
_09686_,7.21µm
_01800_,7.205µm
_00232_,7.2µm
_00317_,7.2µm
_00403_,7.2µm
_00433_,7.2µm
_02258_,7.2µm
_03540_,7.2µm
_04474_,7.2µm
_04769_,7.2µm
_04994_,7.2µm
_05042_,7.2µm
_07181_,7.2µm
_07282_,7.2µm
_07595_,7.2µm
_08124_,7.2µm
_08274_,7.2µm
_08552_,7.2µm
_08714_,7.2µm
_09744_,7.2µm
_10123_,7.2µm
_11338_,7.2µm
_11799_,7.2µm
_12760_,7.2µm
_12882_,7.2µm
_13058_,7.2µm
_13177_,7.2µm
_13706_,7.2µm
_14110_,7.2µm
_14692_,7.2µm
_14797_,7.2µm
_15065_,7.2µm
_15149_,7.2µm
_15153_,7.2µm
_15168_,7.2µm
_16992_,7.2µm
_17167_,7.2µm
_18247_,7.2µm
_18718_,7.2µm
_18836_,7.2µm
_20276_,7.2µm
_20931_,7.2µm
_21191_,7.2µm
_02485_,7.18µm
_05535_,7.18µm
_06023_,7.18µm
_06353_,7.18µm
_06406_,7.18µm
_06457_,7.18µm
_07168_,7.18µm
_07387_,7.18µm
_07825_,7.18µm
_08324_,7.18µm
_10343_,7.18µm
_10556_,7.18µm
_10794_,7.18µm
_11119_,7.18µm
_12428_,7.18µm
_13053_,7.18µm
_13683_,7.18µm
_14235_,7.18µm
_14386_,7.18µm
_14718_,7.18µm
_14794_,7.18µm
_14869_,7.18µm
_15256_,7.18µm
_15339_,7.18µm
_15359_,7.18µm
_15598_,7.18µm
_15962_,7.18µm
_16668_,7.18µm
_16771_,7.18µm
_18363_,7.18µm
_18486_,7.18µm
_18898_,7.18µm
_19442_,7.18µm
_19631_,7.18µm
_20401_,7.18µm
_20674_,7.18µm
_21027_,7.18µm
_21055_,7.18µm
_21315_,7.18µm
net1337,7.18µm
_22024_,7.17µm
_01054_,7.165µm
_01765_,7.165µm
