net,length_um
_01021_,3.345µm
_01022_,3.345µm
_01039_,3.345µm
_01288_,3.345µm
_01291_,3.345µm
_01482_,3.345µm
_01757_,3.345µm
_02052_,3.345µm
_00075_,3.34µm
_00190_,3.34µm
_00287_,3.34µm
_00406_,3.34µm
_00476_,3.34µm
_00481_,3.34µm
_02009_,3.34µm
_02030_,3.34µm
_13604_,3.335µm
_15054_,3.335µm
_00347_,3.33µm
_00097_,3.32µm
_00354_,3.32µm
_00379_,3.32µm
_00398_,3.32µm
_00435_,3.32µm
_00895_,3.32µm
_01053_,3.32µm
_01124_,3.32µm
_01172_,3.32µm
_01918_,3.32µm
_01987_,3.32µm
_02143_,3.32µm
_02145_,3.32µm
_06354_,3.32µm
_09569_,3.32µm
_12140_,3.32µm
_15848_,3.32µm
_15859_,3.32µm
_16044_,3.32µm
_00031_,3.3µm
_02391_,3.3µm
_02919_,3.3µm
_03218_,3.3µm
_03689_,3.3µm
_03714_,3.3µm
_04380_,3.3µm
_04594_,3.3µm
_04710_,3.3µm
_04847_,3.3µm
_05165_,3.3µm
_05236_,3.3µm
_05437_,3.3µm
_05783_,3.3µm
_05879_,3.3µm
_06373_,3.3µm
_06391_,3.3µm
_06505_,3.3µm
_06661_,3.3µm
_07056_,3.3µm
_07837_,3.3µm
_07866_,3.3µm
_07976_,3.3µm
_08060_,3.3µm
_08080_,3.3µm
_08151_,3.3µm
_08156_,3.3µm
_08668_,3.3µm
_08977_,3.3µm
_09223_,3.3µm
_09332_,3.3µm
_09550_,3.3µm
_09628_,3.3µm
_09891_,3.3µm
_09970_,3.3µm
_10042_,3.3µm
_10504_,3.3µm
_10609_,3.3µm
_10767_,3.3µm
_10831_,3.3µm
_11354_,3.3µm
_11665_,3.3µm
_11674_,3.3µm
_11744_,3.3µm
_11912_,3.3µm
_12569_,3.3µm
_12976_,3.3µm
_13408_,3.3µm
_13583_,3.3µm
_13895_,3.3µm
_14264_,3.3µm
_14623_,3.3µm
_14634_,3.3µm
_14688_,3.3µm
_14899_,3.3µm
_15381_,3.3µm
_16009_,3.3µm
_16054_,3.3µm
_18010_,3.3µm
_18339_,3.3µm
_18581_,3.3µm
_18747_,3.3µm
_19172_,3.3µm
_19221_,3.3µm
_19675_,3.3µm
_19696_,3.3µm
_20340_,3.3µm
_20422_,3.3µm
_20567_,3.3µm
_21945_,3.3µm
_22047_,3.3µm
net1706,3.3µm
_01770_,3.295µm
_15790_,3.295µm
_04567_,3.29µm
_00210_,3.275µm
_01238_,3.275µm
_02251_,3.275µm
_01541_,3.265µm
_07497_,3.265µm
_12465_,3.265µm
_17300_,3.265µm
_01862_,3.26µm
_02104_,3.26µm
_00801_,3.255µm
_00722_,3.245µm
_01087_,3.245µm
_01481_,3.245µm
_16684_,3.24µm
_16205_,3.235µm
_13225_,3.23µm
_00160_,3.225µm
_00168_,3.225µm
_00171_,3.225µm
_00193_,3.225µm
_00404_,3.225µm
_00427_,3.225µm
_00432_,3.225µm
_00443_,3.225µm
_00483_,3.225µm
_00505_,3.225µm
_00624_,3.225µm
_00629_,3.225µm
_00823_,3.225µm
_00937_,3.225µm
_00957_,3.225µm
_01462_,3.225µm
_01808_,3.225µm
_01854_,3.225µm
_01864_,3.225µm
_01879_,3.225µm
_01962_,3.225µm
_02013_,3.225µm
_02018_,3.225µm
_02036_,3.225µm
_02073_,3.225µm
_02222_,3.225µm
_02239_,3.225µm
_02260_,3.225µm
_03374_,3.22µm
_03755_,3.22µm
_04190_,3.22µm
_04218_,3.22µm
_04384_,3.22µm
_04586_,3.22µm
_06238_,3.22µm
_08307_,3.22µm
_09457_,3.22µm
_09740_,3.22µm
_10663_,3.22µm
_11370_,3.22µm
_12205_,3.22µm
_12241_,3.22µm
_15175_,3.22µm
_15446_,3.22µm
_15469_,3.22µm
_17163_,3.22µm
_17545_,3.22µm
_18271_,3.22µm
_18284_,3.22µm
_18497_,3.22µm
_18887_,3.22µm
_20709_,3.22µm
_20840_,3.22µm
_21109_,3.22µm
_21799_,3.22µm
_22001_,3.22µm
_04273_,3.215µm
_01880_,3.21µm
_00419_,3.2µm
_00459_,3.2µm
_00587_,3.2µm
_00633_,3.2µm
_00679_,3.2µm
_00681_,3.2µm
_00726_,3.2µm
_00832_,3.2µm
_00857_,3.2µm
_00954_,3.2µm
_01035_,3.2µm
_01056_,3.2µm
_01167_,3.2µm
_01407_,3.2µm
_01438_,3.2µm
_01471_,3.2µm
_01568_,3.2µm
_07023_,3.2µm
_09540_,3.2µm
_10749_,3.2µm
_12384_,3.2µm
_13736_,3.2µm
_17359_,3.2µm
_17885_,3.2µm
_17982_,3.2µm
_18124_,3.2µm
_19767_,3.2µm
net1476,3.2µm
net1479,3.2µm
_02207_,3.195µm
_03060_,3.18µm
_03249_,3.18µm
_03490_,3.18µm
_04110_,3.18µm
_04178_,3.18µm
_04249_,3.18µm
_04892_,3.18µm
_05173_,3.18µm
_05200_,3.18µm
_06192_,3.18µm
_06636_,3.18µm
_06695_,3.18µm
_06887_,3.18µm
_06918_,3.18µm
_07517_,3.18µm
_07806_,3.18µm
_07996_,3.18µm
_08703_,3.18µm
_08830_,3.18µm
_09387_,3.18µm
_09553_,3.18µm
_10062_,3.18µm
_11386_,3.18µm
_12362_,3.18µm
_12868_,3.18µm
_15188_,3.18µm
_15725_,3.18µm
_16187_,3.18µm
_17263_,3.18µm
_17884_,3.18µm
_18060_,3.18µm
_18163_,3.18µm
_19315_,3.18µm
_20585_,3.18µm
_21047_,3.18µm
_21636_,3.18µm
_21715_,3.18µm
_22009_,3.18µm
_00302_,3.175µm
_00306_,3.175µm
_00452_,3.175µm
_01464_,3.175µm
_01791_,3.175µm
_01845_,3.175µm
_01848_,3.175µm
_02110_,3.175µm
_02153_,3.175µm
_02238_,3.175µm
_01075_,3.165µm
_02033_,3.165µm
_00126_,3.145µm
_00666_,3.145µm
_00892_,3.145µm
_01889_,3.145µm
_02194_,3.145µm
_08694_,3.145µm
_11190_,3.145µm
_14558_,3.145µm
_03800_,3.135µm
_16233_,3.135µm
_16502_,3.135µm
_04955_,3.13µm
_09509_,3.13µm
_13062_,3.13µm
_18865_,3.13µm
_00006_,3.125µm
_00706_,3.125µm
_00955_,3.125µm
_00977_,3.125µm
_01024_,3.125µm
_01100_,3.125µm
_01156_,3.125µm
_01264_,3.125µm
_01333_,3.125µm
_01515_,3.125µm
_12804_,3.12µm
_16545_,3.115µm
_11311_,3.11µm
_15433_,3.11µm
_01543_,3.105µm
_16098_,3.105µm
_16230_,3.105µm
_02366_,3.1µm
_02784_,3.1µm
_02847_,3.1µm
_03020_,3.1µm
_03423_,3.1µm
_03429_,3.1µm
_03709_,3.1µm
_04550_,3.1µm
_05793_,3.1µm
_05940_,3.1µm
_05948_,3.1µm
_06414_,3.1µm
_06553_,3.1µm
_06903_,3.1µm
_07921_,3.1µm
_08280_,3.1µm
_09000_,3.1µm
_10310_,3.1µm
_10436_,3.1µm
_10458_,3.1µm
_10744_,3.1µm
_10752_,3.1µm
_10973_,3.1µm
_11352_,3.1µm
_11641_,3.1µm
_11663_,3.1µm
_11940_,3.1µm
_12548_,3.1µm
_12756_,3.1µm
_12974_,3.1µm
_13118_,3.1µm
_13326_,3.1µm
_14444_,3.1µm
_14889_,3.1µm
_15130_,3.1µm
_15959_,3.1µm
_16593_,3.1µm
_17081_,3.1µm
_17854_,3.1µm
_18445_,3.1µm
_18511_,3.1µm
_19465_,3.1µm
_19719_,3.1µm
_20076_,3.1µm
_20838_,3.1µm
_20901_,3.1µm
_21021_,3.1µm
net1654,3.1µm
_12333_,3.085µm
_21215_,3.085µm
_00028_,3.08µm
_02346_,3.08µm
_03041_,3.08µm
_03182_,3.08µm
_03334_,3.08µm
_03365_,3.08µm
_03591_,3.08µm
_03647_,3.08µm
_04489_,3.08µm
_05080_,3.08µm
_05377_,3.08µm
_05475_,3.08µm
_05484_,3.08µm
_05617_,3.08µm
_05968_,3.08µm
_05982_,3.08µm
_06251_,3.08µm
_06549_,3.08µm
_06846_,3.08µm
_07030_,3.08µm
_07312_,3.08µm
_07382_,3.08µm
_07709_,3.08µm
_07821_,3.08µm
_07887_,3.08µm
_07907_,3.08µm
_08464_,3.08µm
_08580_,3.08µm
_08585_,3.08µm
_08715_,3.08µm
_08750_,3.08µm
_08784_,3.08µm
_09175_,3.08µm
_09194_,3.08µm
_09254_,3.08µm
_09277_,3.08µm
_09321_,3.08µm
_09998_,3.08µm
_10037_,3.08µm
_10093_,3.08µm
_10216_,3.08µm
_10240_,3.08µm
_10294_,3.08µm
_10555_,3.08µm
_10701_,3.08µm
_10896_,3.08µm
_10961_,3.08µm
_11049_,3.08µm
_11397_,3.08µm
_11659_,3.08µm
_12015_,3.08µm
_12045_,3.08µm
_12443_,3.08µm
_12491_,3.08µm
_12592_,3.08µm
_12651_,3.08µm
_12766_,3.08µm
_12799_,3.08µm
_12830_,3.08µm
_13210_,3.08µm
_13257_,3.08µm
_13300_,3.08µm
_13748_,3.08µm
_13773_,3.08µm
_13883_,3.08µm
_14209_,3.08µm
_14212_,3.08µm
_14347_,3.08µm
_14376_,3.08µm
_14682_,3.08µm
_15164_,3.08µm
_15373_,3.08µm
_15463_,3.08µm
_15491_,3.08µm
_15555_,3.08µm
_15818_,3.08µm
_15886_,3.08µm
_16671_,3.08µm
_16677_,3.08µm
_16748_,3.08µm
_16764_,3.08µm
_16892_,3.08µm
_16893_,3.08µm
_16928_,3.08µm
_17030_,3.08µm
_17293_,3.08µm
_17697_,3.08µm
_17775_,3.08µm
_17817_,3.08µm
_17865_,3.08µm
_17967_,3.08µm
_18154_,3.08µm
_18276_,3.08µm
_18477_,3.08µm
_18993_,3.08µm
_19002_,3.08µm
_19309_,3.08µm
_19391_,3.08µm
_19534_,3.08µm
_19553_,3.08µm
_20084_,3.08µm
_20088_,3.08µm
_20125_,3.08µm
_20240_,3.08µm
_20632_,3.08µm
_20715_,3.08µm
_20976_,3.08µm
_21131_,3.08µm
_21366_,3.08µm
_21413_,3.08µm
_21656_,3.08µm
_21696_,3.08µm
_21886_,3.08µm
net371,3.08µm
systolic_arrays\[0\].systolic_array_inst.a_wire\[4\]\[0\],3.08µm
systolic_arrays\[1\].systolic_array_inst.a_wire\[3\]\[4\],3.08µm
systolic_arrays\[1\].systolic_array_inst.a_wire\[4\]\[6\],3.08µm
net1635,3.08µm
net1715,3.08µm
_20848_,3.07µm
_01518_,3.065µm
_01713_,3.065µm
_18974_,3.065µm
_02314_,3.06µm
_02419_,3.06µm
_02427_,3.06µm
_02616_,3.06µm
_02671_,3.06µm
_02724_,3.06µm
_03158_,3.06µm
_03352_,3.06µm
_03466_,3.06µm
_03475_,3.06µm
_03521_,3.06µm
_03527_,3.06µm
_03543_,3.06µm
_03586_,3.06µm
_03616_,3.06µm
_03913_,3.06µm
_04010_,3.06µm
_04017_,3.06µm
_04060_,3.06µm
_04282_,3.06µm
_04648_,3.06µm
_04686_,3.06µm
_04700_,3.06µm
_04709_,3.06µm
_04814_,3.06µm
_04886_,3.06µm
_05290_,3.06µm
_05297_,3.06µm
_06000_,3.06µm
_06054_,3.06µm
_06126_,3.06µm
_06150_,3.06µm
_06166_,3.06µm
_06224_,3.06µm
_06262_,3.06µm
_06331_,3.06µm
_06364_,3.06µm
_06639_,3.06µm
_06668_,3.06µm
_06976_,3.06µm
_07015_,3.06µm
_07047_,3.06µm
_07123_,3.06µm
_07179_,3.06µm
_07255_,3.06µm
_07521_,3.06µm
_07640_,3.06µm
_07668_,3.06µm
_07715_,3.06µm
_08716_,3.06µm
_08781_,3.06µm
_08905_,3.06µm
_08932_,3.06µm
_08958_,3.06µm
_08971_,3.06µm
_09060_,3.06µm
_09217_,3.06µm
_09374_,3.06µm
_09635_,3.06µm
_10438_,3.06µm
_10635_,3.06µm
_10697_,3.06µm
_10937_,3.06µm
_11134_,3.06µm
_11351_,3.06µm
_11475_,3.06µm
_12563_,3.06µm
_12622_,3.06µm
_12811_,3.06µm
_12832_,3.06µm
_13002_,3.06µm
_13050_,3.06µm
_13158_,3.06µm
_13325_,3.06µm
_13380_,3.06µm
_13853_,3.06µm
_14206_,3.06µm
_14491_,3.06µm
_14550_,3.06µm
_14578_,3.06µm
_14710_,3.06µm
_15270_,3.06µm
_15876_,3.06µm
_16058_,3.06µm
_16107_,3.06µm
_16139_,3.06µm
_16202_,3.06µm
_16312_,3.06µm
_16680_,3.06µm
_16810_,3.06µm
_17312_,3.06µm
_18596_,3.06µm
_18630_,3.06µm
_18730_,3.06µm
_18909_,3.06µm
_19180_,3.06µm
_19445_,3.06µm
_19990_,3.06µm
_20056_,3.06µm
_20086_,3.06µm
_20302_,3.06µm
_20317_,3.06µm
_20488_,3.06µm
_20546_,3.06µm
_21223_,3.06µm
_21261_,3.06µm
_21333_,3.06µm
_21569_,3.06µm
_21866_,3.06µm
_00092_,3.055µm
_00627_,3.055µm
_00663_,3.055µm
_00783_,3.055µm
_00855_,3.055µm
_00987_,3.055µm
_01102_,3.055µm
_01108_,3.055µm
_01141_,3.055µm
_01143_,3.055µm
_01468_,3.055µm
_01523_,3.055µm
_01580_,3.055µm
_16761_,3.055µm
_00635_,3.045µm
_01130_,3.045µm
_01504_,3.045µm
_01347_,3.035µm
_05915_,3.03µm
_07504_,3.03µm
_13377_,3.03µm
_16760_,3.03µm
_00311_,3.02µm
_01961_,3.02µm
_16265_,3.015µm
_04513_,3.01µm
_15744_,3.01µm
_01213_,3.005µm
_01747_,3.005µm
_12275_,3.005µm
_01423_,3µm
_01815_,3µm
_16043_,3µm
_16342_,3µm
_03732_,2.995µm
_08790_,2.995µm
_11334_,2.995µm
_12565_,2.995µm
_15985_,2.995µm
_16111_,2.995µm
_16200_,2.995µm
_16334_,2.995µm
_16697_,2.995µm
_16736_,2.995µm
_16843_,2.995µm
_17329_,2.995µm
_19778_,2.995µm
_19800_,2.995µm
_19969_,2.995µm
_20116_,2.995µm
_21770_,2.995µm
_01723_,2.98µm
_03433_,2.98µm
_04542_,2.98µm
_04869_,2.98µm
_06306_,2.98µm
_06880_,2.98µm
_06893_,2.98µm
_07226_,2.98µm
_08070_,2.98µm
_08077_,2.98µm
_08671_,2.98µm
_09990_,2.98µm
_10347_,2.98µm
_10792_,2.98µm
_10881_,2.98µm
_12531_,2.98µm
_14327_,2.98µm
_14653_,2.98µm
_14680_,2.98µm
_14687_,2.98µm
_15630_,2.98µm
_15713_,2.98µm
_16113_,2.98µm
_16248_,2.98µm
_16956_,2.98µm
_18191_,2.98µm
_19708_,2.98µm
_20216_,2.98µm
_21352_,2.98µm
_21827_,2.98µm
net953,2.98µm
net390,2.98µm
net1326,2.98µm
pipe_act_func\[0\],2.98µm
_01860_,2.97µm
_00042_,2.96µm
_00059_,2.96µm
_00060_,2.96µm
_00825_,2.96µm
_01049_,2.96µm
_02273_,2.96µm
_02322_,2.96µm
_02581_,2.96µm
_02679_,2.96µm
_02715_,2.96µm
_02852_,2.96µm
_02856_,2.96µm
_02878_,2.96µm
_02912_,2.96µm
_03106_,2.96µm
_03328_,2.96µm
_03398_,2.96µm
_03406_,2.96µm
_03438_,2.96µm
_03448_,2.96µm
_03483_,2.96µm
_03641_,2.96µm
_03698_,2.96µm
_03711_,2.96µm
_03741_,2.96µm
_03782_,2.96µm
_03783_,2.96µm
_03789_,2.96µm
_03980_,2.96µm
_04396_,2.96µm
_04399_,2.96µm
_04411_,2.96µm
_04414_,2.96µm
_04573_,2.96µm
_04582_,2.96µm
_04624_,2.96µm
_04663_,2.96µm
_04670_,2.96µm
_04900_,2.96µm
_05071_,2.96µm
_05162_,2.96µm
_05185_,2.96µm
_05449_,2.96µm
_05497_,2.96µm
_05547_,2.96µm
_05591_,2.96µm
_05641_,2.96µm
_05732_,2.96µm
_05990_,2.96µm
_06250_,2.96µm
_06252_,2.96µm
_06344_,2.96µm
_06385_,2.96µm
_06417_,2.96µm
_06581_,2.96µm
_06759_,2.96µm
_06904_,2.96µm
_06936_,2.96µm
_06951_,2.96µm
_06997_,2.96µm
_07120_,2.96µm
_07371_,2.96µm
_07378_,2.96µm
_07459_,2.96µm
_07783_,2.96µm
_08082_,2.96µm
_08195_,2.96µm
_08542_,2.96µm
_08593_,2.96µm
_08713_,2.96µm
_08926_,2.96µm
_08938_,2.96µm
_09075_,2.96µm
_09122_,2.96µm
_09245_,2.96µm
_09306_,2.96µm
_09533_,2.96µm
_09698_,2.96µm
_09717_,2.96µm
_09723_,2.96µm
_09732_,2.96µm
_09819_,2.96µm
_09969_,2.96µm
_10474_,2.96µm
_10598_,2.96µm
_10790_,2.96µm
_10827_,2.96µm
_11297_,2.96µm
_11364_,2.96µm
_11487_,2.96µm
_11506_,2.96µm
_11679_,2.96µm
_11881_,2.96µm
_11898_,2.96µm
_12094_,2.96µm
_12282_,2.96µm
_12305_,2.96µm
_12437_,2.96µm
_12617_,2.96µm
_12831_,2.96µm
_13075_,2.96µm
_13093_,2.96µm
_13280_,2.96µm
_13305_,2.96µm
_13919_,2.96µm
_13980_,2.96µm
_14094_,2.96µm
_14118_,2.96µm
_14186_,2.96µm
_14307_,2.96µm
_14571_,2.96µm
_14639_,2.96µm
_14668_,2.96µm
_14941_,2.96µm
_15086_,2.96µm
_15121_,2.96µm
_15403_,2.96µm
_15574_,2.96µm
_15606_,2.96µm
_15928_,2.96µm
_16010_,2.96µm
_16071_,2.96µm
_16091_,2.96µm
_16174_,2.96µm
_16201_,2.96µm
_16375_,2.96µm
_16443_,2.96µm
_16480_,2.96µm
_16515_,2.96µm
_16553_,2.96µm
_16584_,2.96µm
_16664_,2.96µm
_16689_,2.96µm
_16768_,2.96µm
_16773_,2.96µm
_16833_,2.96µm
_16939_,2.96µm
_16966_,2.96µm
_17021_,2.96µm
_17070_,2.96µm
_17119_,2.96µm
_17151_,2.96µm
_17175_,2.96µm
_17200_,2.96µm
_17220_,2.96µm
_17368_,2.96µm
_17560_,2.96µm
_17622_,2.96µm
_17682_,2.96µm
_17702_,2.96µm
_17707_,2.96µm
_17989_,2.96µm
_18026_,2.96µm
_18081_,2.96µm
_18116_,2.96µm
_18264_,2.96µm
_18327_,2.96µm
_18487_,2.96µm
_18524_,2.96µm
_18623_,2.96µm
_18732_,2.96µm
_18885_,2.96µm
_19126_,2.96µm
_19341_,2.96µm
_19388_,2.96µm
_19393_,2.96µm
_19669_,2.96µm
_19676_,2.96µm
_19695_,2.96µm
_19697_,2.96µm
_19827_,2.96µm
_19860_,2.96µm
_19942_,2.96µm
_20152_,2.96µm
_20194_,2.96µm
_20230_,2.96µm
_20508_,2.96µm
_20851_,2.96µm
_20871_,2.96µm
_20899_,2.96µm
_20936_,2.96µm
_21271_,2.96µm
_21320_,2.96µm
_21347_,2.96µm
_21675_,2.96µm
_21718_,2.96µm
_21872_,2.96µm
_21879_,2.96µm
_21996_,2.96µm
_22025_,2.96µm
_22050_,2.96µm
systolic_arrays\[0\].systolic_array_inst.a_wire\[3\]\[10\],2.96µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r2_mantissa\[5\],2.96µm
systolic_arrays\[1\].systolic_array_inst.a_wire\[3\]\[10\],2.96µm
systolic_arrays\[1\].systolic_array_inst.a_wire\[3\]\[11\],2.96µm
net1586,2.96µm
net1592,2.96µm
net1595,2.96µm
net1671,2.96µm
net1692,2.96µm
_11897_,2.955µm
_01542_,2.945µm
_01599_,2.945µm
_00267_,2.935µm
_00407_,2.935µm
_00971_,2.935µm
_01080_,2.935µm
_01444_,2.935µm
_01965_,2.935µm
_02232_,2.935µm
_00596_,2.925µm
_00744_,2.925µm
_01297_,2.925µm
_01373_,2.925µm
_01465_,2.925µm
_01773_,2.925µm
_06177_,2.925µm
_13868_,2.925µm
_01422_,2.915µm
_02293_,2.91µm
_02465_,2.91µm
_03906_,2.91µm
_04724_,2.91µm
_05099_,2.91µm
_05139_,2.91µm
_05194_,2.91µm
_05961_,2.91µm
_06937_,2.91µm
_07480_,2.91µm
_13035_,2.91µm
_14349_,2.91µm
_14758_,2.91µm
_14967_,2.91µm
_18833_,2.91µm
_21228_,2.91µm
_16975_,2.895µm
_02327_,2.89µm
_12049_,2.89µm
_12636_,2.89µm
_13928_,2.89µm
_18773_,2.89µm
_21063_,2.89µm
_00600_,2.885µm
_00741_,2.885µm
_00809_,2.885µm
_00830_,2.885µm
_01006_,2.885µm
_01048_,2.885µm
_01081_,2.885µm
_01147_,2.885µm
_01149_,2.885µm
_01286_,2.885µm
_01298_,2.885µm
_01389_,2.885µm
_01401_,2.885µm
_01406_,2.885µm
_01466_,2.885µm
_01469_,2.885µm
_01744_,2.885µm
_13850_,2.885µm
_00069_,2.88µm
_00084_,2.88µm
_00090_,2.88µm
_00100_,2.88µm
_00157_,2.88µm
_00208_,2.88µm
_00261_,2.88µm
_00266_,2.88µm
_00324_,2.88µm
_00336_,2.88µm
_00341_,2.88µm
_00370_,2.88µm
_00414_,2.88µm
_01061_,2.88µm
_01916_,2.88µm
_01922_,2.88µm
_01971_,2.88µm
_02000_,2.88µm
_02003_,2.88µm
_02022_,2.88µm
_02023_,2.88µm
_02044_,2.88µm
_02092_,2.88µm
_02093_,2.88µm
_02094_,2.88µm
_02095_,2.88µm
_02125_,2.88µm
_02178_,2.88µm
_02188_,2.88µm
_02208_,2.88µm
_02236_,2.88µm
_02240_,2.88µm
_02262_,2.88µm
_02269_,2.88µm
_00091_,2.86µm
_00178_,2.86µm
_00214_,2.86µm
_00328_,2.86µm
_00342_,2.86µm
_00345_,2.86µm
_00440_,2.86µm
_01013_,2.86µm
_01133_,2.86µm
_01397_,2.86µm
_01751_,2.86µm
_01776_,2.86µm
_01885_,2.86µm
_01902_,2.86µm
_01915_,2.86µm
_02007_,2.86µm
_02031_,2.86µm
_02237_,2.86µm
_02264_,2.86µm
_06554_,2.86µm
_07426_,2.86µm
_09685_,2.86µm
_10563_,2.86µm
_12406_,2.86µm
_14252_,2.86µm
_14505_,2.86µm
_17277_,2.86µm
net1567,2.86µm
_17825_,2.85µm
_20836_,2.85µm
_09935_,2.845µm
_18121_,2.845µm
_00065_,2.84µm
_00691_,2.84µm
_02635_,2.84µm
_02758_,2.84µm
_02768_,2.84µm
_02788_,2.84µm
_03128_,2.84µm
_03136_,2.84µm
_03203_,2.84µm
_03394_,2.84µm
_03402_,2.84µm
_03405_,2.84µm
_04015_,2.84µm
_04572_,2.84µm
_04578_,2.84µm
_04877_,2.84µm
_05016_,2.84µm
_05137_,2.84µm
_05248_,2.84µm
_05332_,2.84µm
_05841_,2.84µm
_06894_,2.84µm
_06967_,2.84µm
_06990_,2.84µm
_07383_,2.84µm
_07407_,2.84µm
_07463_,2.84µm
_07704_,2.84µm
_07717_,2.84µm
_08053_,2.84µm
_08064_,2.84µm
_08700_,2.84µm
_08788_,2.84µm
_08842_,2.84µm
_08914_,2.84µm
_09274_,2.84µm
_09424_,2.84µm
_09476_,2.84µm
_09582_,2.84µm
_10008_,2.84µm
_10539_,2.84µm
_10577_,2.84µm
_10978_,2.84µm
_11482_,2.84µm
_11739_,2.84µm
_11826_,2.84µm
_11920_,2.84µm
_12416_,2.84µm
_12792_,2.84µm
_13110_,2.84µm
_13173_,2.84µm
_13491_,2.84µm
_13906_,2.84µm
_14925_,2.84µm
_15035_,2.84µm
_15163_,2.84µm
_16015_,2.84µm
_16803_,2.84µm
_17566_,2.84µm
_17579_,2.84µm
_17902_,2.84µm
_18122_,2.84µm
_18213_,2.84µm
_18367_,2.84µm
_18494_,2.84µm
_18518_,2.84µm
_18604_,2.84µm
_19656_,2.84µm
_19752_,2.84µm
_19763_,2.84µm
_19765_,2.84µm
_19798_,2.84µm
_19887_,2.84µm
_19972_,2.84µm
_20280_,2.84µm
_20311_,2.84µm
_20572_,2.84µm
_20699_,2.84µm
_20922_,2.84µm
_21533_,2.84µm
_21736_,2.84µm
_21814_,2.84µm
_21874_,2.84µm
_22045_,2.84µm
_22046_,2.84µm
net1523,2.84µm
net1652,2.84µm
net1668,2.84µm
_01251_,2.835µm
_01306_,2.835µm
_13862_,2.835µm
_01249_,2.805µm
_02594_,2.805µm
_03523_,2.805µm
_04786_,2.805µm
_05382_,2.805µm
_16037_,2.805µm
_02179_,2.8µm
_00497_,2.785µm
_00656_,2.785µm
_00853_,2.785µm
_00861_,2.785µm
_01346_,2.785µm
_01593_,2.785µm
_01701_,2.785µm
_01733_,2.785µm
_01755_,2.785µm
_20538_,2.77µm
_00085_,2.765µm
_00256_,2.765µm
_00727_,2.765µm
_02055_,2.765µm
_02158_,2.765µm
_02280_,2.765µm
_03253_,2.76µm
_04235_,2.76µm
_04930_,2.76µm
_04982_,2.76µm
_05183_,2.76µm
_05266_,2.76µm
_05396_,2.76µm
_06722_,2.76µm
_07188_,2.76µm
_07350_,2.76µm
_08183_,2.76µm
_08524_,2.76µm
_09190_,2.76µm
_10137_,2.76µm
_10455_,2.76µm
_10477_,2.76µm
_10695_,2.76µm
_10765_,2.76µm
_10779_,2.76µm
_11872_,2.76µm
_11989_,2.76µm
_12286_,2.76µm
_12426_,2.76µm
_12697_,2.76µm
_12768_,2.76µm
_13194_,2.76µm
_13893_,2.76µm
_17353_,2.76µm
_17508_,2.76µm
_17648_,2.76µm
_17691_,2.76µm
_17939_,2.76µm
_18065_,2.76µm
_18391_,2.76µm
_18409_,2.76µm
_19381_,2.76µm
_19694_,2.76µm
_21901_,2.76µm
net1704,2.76µm
_12769_,2.745µm
_03093_,2.74µm
_04203_,2.74µm
_05359_,2.74µm
_05564_,2.74µm
_06764_,2.74µm
_08383_,2.74µm
_11804_,2.74µm
_15531_,2.74µm
_16172_,2.74µm
_17922_,2.74µm
_17978_,2.74µm
_18394_,2.74µm
_20322_,2.74µm
_13871_,2.725µm
_02570_,2.72µm
_02627_,2.72µm
_02935_,2.72µm
_03034_,2.72µm
_04435_,2.72µm
_04507_,2.72µm
_04520_,2.72µm
_04665_,2.72µm
_05119_,2.72µm
_05154_,2.72µm
_05994_,2.72µm
_07363_,2.72µm
_07767_,2.72µm
_07803_,2.72µm
_08050_,2.72µm
_08056_,2.72µm
_08066_,2.72µm
_08234_,2.72µm
_08325_,2.72µm
_08807_,2.72µm
_08824_,2.72µm
_10179_,2.72µm
_10180_,2.72µm
_11306_,2.72µm
_11635_,2.72µm
_11673_,2.72µm
_11731_,2.72µm
_11734_,2.72µm
_12036_,2.72µm
_12572_,2.72µm
_12726_,2.72µm
_13186_,2.72µm
_13689_,2.72µm
_14165_,2.72µm
_14872_,2.72µm
_14919_,2.72µm
_15701_,2.72µm
_16351_,2.72µm
_17281_,2.72µm
_17577_,2.72µm
_17919_,2.72µm
_19671_,2.72µm
_20834_,2.72µm
_20841_,2.72µm
_00125_,2.715µm
_00173_,2.715µm
_00351_,2.715µm
_00361_,2.715µm
_00401_,2.715µm
_00463_,2.715µm
_00813_,2.715µm
_00946_,2.715µm
_01241_,2.715µm
_01404_,2.715µm
_01775_,2.715µm
_01867_,2.715µm
_01871_,2.715µm
_01882_,2.715µm
_02061_,2.715µm
_02080_,2.715µm
_02117_,2.715µm
_02124_,2.715µm
_02128_,2.715µm
_02142_,2.715µm
_02164_,2.715µm
_02217_,2.715µm
_02267_,2.715µm
_02196_,2.705µm
_01489_,2.685µm
_13841_,2.68µm
_15970_,2.675µm
_16022_,2.675µm
_16126_,2.675µm
_16674_,2.675µm
_17016_,2.675µm
_00673_,2.665µm
_00677_,2.665µm
_00680_,2.665µm
_00697_,2.665µm
_00752_,2.665µm
_00758_,2.665µm
_00842_,2.665µm
_00939_,2.665µm
_00944_,2.665µm
_00963_,2.665µm
_01114_,2.665µm
_01342_,2.665µm
_01409_,2.665µm
_01411_,2.665µm
_01413_,2.665µm
_01527_,2.665µm
_01585_,2.66µm
